text,isTelecoms
"Title: WARMUSIC - The War on Music. Heritage, Islam and Peacekeeping in relation to the Islamist attacks in Mali Abstract: This project offers a critical approach to the recent phenomenon of the Islamist attacks on cultural heritage. Its objectives are to analyze 1) the performative and musical dimensions of Islamic identity during conflicts and 2) the global protection policies of the so-called “intangible heritage”. In addition, it aims at 3) building a new paradigm for post-conflict reconstruction and peacekeeping in collaboration with King’s College London experts and with international organizations (Secondment). The research develops around a central case-study: the attacks on music (formal interdictions, threats to musicians, destruction of musical instruments) that occurred during the Northern Mali occupation by armed groups claiming to be Islamists in 2012, and the intangible heritage protection and reconstruction programs implemented by the Malian Government, UNESCO, UN peace force and the European Union.  
The enquiry, based on an ethnographic methodology, develops around two specular sections. The first one, called “An Islam of development? Muslim Malian identities facing the war on music”, is dedicated to the musical negotiations of Muslim identities during the insurgency, the role of Islamic organizations in cultural development and the local perceptions of international cultural aid. The second one, “Preserving others’ culture. International policies on intangible heritage”, focuses on the conceptual frame and concrete protection measures defined by heritage institutions in the context of Malian peacekeeping. This double focus enables a comparison between two different ontologies, “religion” and “development”, for a broader understanding of the reasons why culture is targeted, banned and reconstructed as a result of the confluence of current trends in conflicts and globalization. Finally, the project intends to enlarge the academic debate concerning the recent Islamist cultural attacks, encouraging new forms of collaboration with international organizations.",False
"Title: ssmscaifa - The Making of Modernist Resistance, 1880-1950 Abstract: The vibrant diversity of an increasingly global modernity owes much to the cross-cultural exchanges between British and Indian modernists during their collaborations in civil rights, anti-colonial, and anti-fascist activism from the 1880s to the 1950s. The proposed project examines the shifting nature of literary and political contributions to activist movements made by four such networks of British and Indian modernists to illuminate their integral role in creating what I contend is a distinctively modernist resistance. As early as the 1880s, theosophists from Britain partnered with renowned Indian spiritualists to bridge cultural gaps between colonizer and colonized through shared mystical experiences to emphasize an innate unity among human beings. By 1919, however, the disillusionment following World War I coupled with India’s outrage about the Amritsar Massacre in which General Dyer and his troops opened fire killing hundreds of innocent Indians, supplanted such yearnings for unity with efforts to protect democratic freedoms from threats by right-wing extremists through a secular socialist resistance. Mulk Raj Anand, initially drawn to the liberal humanism of the Bloomsbury Group eventually joined the radical socialists of India’s Progressive Writers Association in 1936. Women like Sarojini Naidu and Virginia Woolf fought for women’s equality and opportunities to join in anti-right-wing resistance. Mahatma Gandhi and Jawaharlal Nehru, influenced by the socialist ideologies of the Fabian Society, incorporated them into Indian nationalism and governance. This study explores the relationship between the ideologies of these networks to establish what the shift from spiritualism to secular socialist nationalism reveals about the nature of modernist resistance and the conditions of modernity that inspired it. The world view underpinning this resistance was integral in defining the post-war identities of Britain and India as secular socialist-leaning democracies.",True
"Title: QUARTET - Quantum readout techniques and technologies Abstract: The general aim of this proposal is to exploit quantum information to develop new powerful methods for the retrieval and recognition of classical data from physical systems. More precisely, we aim at showing a substantial quantum-enhancement in several fundamental tasks: (1) the readout of classical data from digital memories (quantum reading); (2) the recognition of classical patterns (quantum pattern recognition); (3) the optical measurement of concentration in fragile biomedical samples (quantum bio-probing); and (4) the microwave detection of target objects (microwave quantum illumination or quantum radar). These objectives are realized starting from the optimization of a general theoretical model at their basis: quantum channel discrimination. This is then developed into technical aspects which directly support our experimental proof-of-principle demonstrations.

Our experimental prototypes could open the way to much more powerful and radically new forms of information and detection technologies, with direct benefit for science and the wider society. Thanks to the superior performances in the low energy regime, quantum reading may increase data-transfer rates and storage capacities of current digital memories by orders of magnitude. Quantum pattern recognition could have remarkable long-term applications in biology and medicine, in terms of non-invasive analysis of very fragile biological samples or human tissues, and better recognizing hidden patterns associated to bacterial growths or cancerous cells. Such results could provide future non-invasive techniques of medical imaging for private and public hospitals. Finally, the realization of a working prototype of a quantum radar may have non-trivial applications for the European security technology.",True
"Title: PAMMOTH - Photoacoustic/Ultrasound Mammoscopy for evaluating screening-detected abnormalities in the breast Abstract: X-ray mammography is the mainstay of breast cancer screening programs. It is estimated that between 20 - 50% of abnormal screening mammograms will prove to be negative. The paradigm in diagnosis is to establish whether a lesion is benign or malignant. All the imaging techniques conventionally used today – diagnostic x-ray, ultrasonography and magnetic resonance imaging have many limitations, leading to multiple and/or repeat imaging and often unnecessary biopsy. This leads to physical, psychological and economic burdens felt at individual, familial and societal levels.  

With an aging population, high incidence of breast cancer and tightening health-care budgets, there is an urgent  requirement for a non-invasive method for in-depth assessment of the screening-detected lesion. In PAMMOTH we will showcase such an imager, combining photoacoustic  and ultrasound imaging. With the use of quantitative image reconstruction of multi-wavelength photoacoustic data, information is gained of the vascular and oxygen status of the lesion relating to tumor physiology and function. From the ultrasound part, we derive ultrasound reflection from the lesion in a manner superior to conventional breast ultrasonography, relating to anatomic features and extent of a tumor. This information will enable the radiologist to come to a diagnosis accurately and rapidly without the use of contrast agents, without pain and  discomfort to the patient, while being cost-effective and not requiring complex infrastructure. 

Four excellent academic groups, three dynamic SMEs, and a hospital come together with support from key stakeholders in an Advisory group, to push beyond the state-of-the-art in science and technology to achieve the PAMMOTH imager. For the SMEs, in addition to tremendous improvements in individual product lines, the new integrated diagnostic imaging instrument opens up completely new market opportunities. 

We expect PAMMOTH to have a strong economic and clinical impact.",False
"Title: e-Safe - Novel low-cost ground penetrating radar system for safe, simple and swift detection of all utilities piping and cabling located underground Abstract: Across Europe and the world, the installation of underground utility services continues to grow. The ground beneath Europe’s cities streets, which already contains a myriad of pipelines and cables, is rapidly becoming over congested. For example, the city of Rome’s 3million inhabitants are serviced by 65,000km of buried pipes and cables. Due to this congestion, delivery of vital utilities through the installation and maintenance of new and existing underground services is becoming increasingly difficult and dangerous. The personnel working in the various utilities sectors (telecoms, water, gas, electricity etc.) face daily challenges with regard safe excavation for installation and maintenance.

With limited utility detection solutions available on the market and the general absence of accurate underground piping and cabling records, accidents and damage to these utilities is occurring on a large scale. Maintenance contractors are causing 90,000 incidences of third party damage to EU gas pipelines alone annually. In a North American study, it was found that 25% of incidences are due to insufficient locating practice. The impact of such damage is wide-ranging; approximately 120 deaths and 6,000 serious injuries are attributed to contact with the electricity network occur in Europe every year, while repair costs for damaged services can run into many millions of euros.

The above problem demands urgent action. There is a clear need for a cost effective, rapid, compact, high performance “all services avoidance” solution that ensures the safety of utilities maintenance personnel, prevents utilities damage, and speeds up location of safe excavation zones. PipeHawk Plc has developed a totally unique system (e-Safe) that addresses all these needs. Our innovation project will bring the e-Safe system, currently at TRL6, to market readiness. We expect to capture up to 5% of the global market, generate annual profits of €16.4million, & create 70 new jobs by yr 5 post project.",True
"Title: JUCLFUT - Towards a Just Climate Future? Urban sustainability, financialization, and the global housing crisis Abstract: Climate change is a complex problem that requires solutions that reach across the boundaries between local and global and economic and ecological spheres of policy and everyday life. The challenge of ensuring that the benefits and burdens of transitioning to a carbon neutral future are equitably distributed within and across communities is thus one of the most pressing currently facing humanity.  
Pensions have recently emerged as key actors in the pursuit of “green” investment, due to their fiduciary duties and the sensitivity of physical assets to political, regulatory and environmental effects of climate change (Government of Canada, 2018; Gold and Scotchmer, 2015; OPTrust, 2018; Mercer, 2018). At the same time, their involvement in the financialization of housing (e.g. turning housing into a pure commodity, severed from its social function as shelter) is exacerbating the global housing crisis, making it increasingly difficult for growing numbers of people to access their human rights to shelter (August, 2019; Farha, 2019; Parish, 2019b). Furthermore, even while COVID-19 has made the right to housing all the more urgent, the economic fallout from the pandemic is exacerbating the crisis as growing numbers of people are now at risk of mortgage default and eviction.  
This project therefore investigates the social effects of specific green housing projects financed by pension capital in order to assess the extent to which these investments are addressing climate objectives in a manner which also respects the internationally recognized human right to safe, adequate and affordable housing, and conforms to the imperative of a just transition, as defined by the EU as one which is “inclusive for all” and where “no person or place is left behind”.  
The central Research Question this project will answer is: What are the social and gendered effects of pension backed investments in green housing infrastructure on households and communities?",False
"Title: WARNTRAK - Rail track monitoring system - Wireless Autonomous On-Board System measuring vibration with continuous reporting to reduce maintenance costs and enhance reliability and safety. Abstract: Rail track monitoring system - real time information on track condition from vibration sensors on rolling stock to enhance safety, improve reliability and reduce costs.

Real time live condition monitoring of rail track is not currently available and this project will provide that capability.  This will deliver major benefits through cost reductions of rail track maintenance as well as improved train safety and operational reliability
. 
The technology capability, supported by the WiBRATE FP7 project, has been proven by 5,000 installations in three EU countries for rolling stock condition monitoring. The low cost self-contained wireless sensors are easily fitted in minutes, powered by Perpetuum's world leading vibration energy harvesters.

A prototype track monitoring system has demonstrated the new concept. WARNTRAK will deliver a fully functional system by further improvements, prototyping, testing and trials. This is a world leading capability with massive potential for worldwide sales and accelerated profitable growth through the clear benefits for rail operators. . 

WARNTRAK, using in-service train mounted sensors to measure track condition live and continuously rather than occasional data from measurement trains, will
- Identify degradation trends and rapid deterioration immediately
- Optimise track maintenance programmes by enabling early intervention and prioritisation
- Reduce the required frequency of measurement train passes, freeing up rail capacity and hence reducing the cost
- Improve track availability by prioritising engineering repairs before speed restrictions become necessary.
- Reduce damage to rolling stock and help prevent derailment by improving track condition
- Reduce resource use; energy, material and manpower.

The system can be fully implemented throughout Europe with no interoperability issues and exported worldwide. It will deliver the information collection, processing and visualisation tools to drive accurate track maintenance.",True
"Title: DAMOSET - With data-driven modelling towards a successful energy transition Abstract: The power grid is an integral part of the power system. It connects all electrical consumers with generators and powers everything from household appliances to large factory machinery. Without this grid, farmers would not be able to feed their animals, car factories would come to a halt, mobile phone systems would fail and many of us would not even be able to make a cup of tea. While the current power system is very reliable and offers a high quality of service, it remains unclear how this will develop in the future. The limited supply of fossil fuels as well as necessary reduction of CO2 emissions to mitigate climate change, will eventually lead to a power grid mainly supplied by renewable generators, such as wind and solar plants. These plants output smaller total power so that a large number is necessary which have to be geographically distributed for optimal weather conditions. The current power grid system slowly emerged within several decades of optimization processes. However, now we are discussing how to revolutionize the whole energy system within years. Therefore, a fundamental understanding of the current power system is necessary to develop potential pathways to a future 100% sustainable system. In the proposed research, I will use data-driven approaches to work towards a quantitative understanding of fluctuations in the power grid, as they are for example introduced by the changing demand or volatile energy generation. I will analyse the British as well as international grids to understand differences in grid operation and potential solutions for grids. A key goal of the proposed project is to offer a data base of these measurements for the scientific community to analyse and to add to. Within this project, I will also develop analysis tools to be used by the scientific community as well as interested companies or government agencies.",True
"Title: SYNCHRO-NET - Synchro-modal Supply Chain Eco-Net Abstract: SYNCHRO-NET will demonstrate how a powerful and innovative SYNCHRO-modal supply chain eco-NET can catalyse the uptake of the slow steaming concept and synchro-modality, guaranteeing cost-effective robust solutions that de-stress the supply chain to reduce emissions and costs for logistics operations while simultaneously increasing reliability and service levels for logistics users.
The core of the SYNCHRO-NET solution will be an integrated optimisation and simulation eco-net, incorporating: real-time synchro-modal logistics optimisation (e-Freight-enabled);  slow steaming ship simulation & control systems; synchro-modal risk/benefit analysis statistical modelling; dynamic stakeholder impact assessment solution;  and a synchro-operability communications and governance architecture.
Perhaps the most important output of SYNCHRO-NET will be the demonstration that slow steaming, coupled with synchro-modal logistics optimisation delivers amazing benefits to all stakeholders in the supply chain: massive reduction in emissions for shipping and land-based transport due to modal shift to greener modes AND optimised planning processes leading to reduced empty kms for trucks and fewer wasted repositioning movements.
This will lead to lower costs for ALL stakeholders – shipping companies and logistics operators will benefit from massive reduction in fuel usage, faster turnaround times in ports & terminals and increased resource utilisation/efficiency. Customers and end users will have greater control of their supply chain, leading to more reliable replenishment activity and therefore reduced safety stocks and expensive warehousing. Authorities and governmental organisations will benefit from a smoother, more controlled flow of goods through busy terminals, and reduction of congestion on major roads, thus maximising the utilisation of current infrastructure and making the resourcing of vital activities such as import/export control, policing and border security less costly.",True
"Title: QV-LIFT - Q/V band earth segment LInk for Future high Throughput space systems Abstract: The QV-LIFT project aims at building the foundation of the Ground Segment Technology for the future Q/V band Terabit SatCom systems. This ambitious task will be undertaken developing core hardware and software technologies addressing urgent physical to network level needs. QV-LIFT intends to demonstrate a TRL6 for all the technologies developed and, significantly, integrating them in a realistic scenario enabled by access to the Q/V band Aldo Paraboni payload, on board of AlphaSat, and by the relevant Ground Segment made available by the Italian Space Agency.
QV-LIFT is committed to increase the maturity level of key satellite communication technologies and to contribute to a more competitive positioning of SatCom European manufacturers in the marketplace in many ways.
1)QV-LIFT intends to advance the European RF SatCom technology by developing the following building blocks and systems at Q/V band:
i)GaN power amplifier MMICs at V band with up to 5W RF power output
ii)a V band power combining High Power Amplifier based on GaN technology targeting up to 15 W power output;
iii)a high performance Block Up Converter operating in the V band;
iv)a Low Noise Block down converter operating in the Q band;
v)Q/V band, Tx/Rx, single aperture antennas for the mobile and fixed terminals;
vi)a Q/V band TX/RX single aperture terminal suitable for airborne applications;
2)QV-LIFT intends to develop the first Q/V band Smart Gateways Management System able to counteract the propagation impairments removing one the main obstacle to the deployment of the future Q/V band Ground Segment.
3)QV-LIFT fosters links between academia, large companies and SMES. In doing so, QV-LIFT targets the full and stable integration of SMEs into the SatCom value chain by developing know how in the following key areas which are recognized as strategic for the future SatCom market:
-MMIC GaN integrated circuits,
-Q/V band RF components,
-Ground Segment Infrastructures.",True
"Title: VISMEM - Visualising memories of violence in urban places: gender and wellbeing in Istanbul Abstract: Evidence shows that violence in urban areas affects women of all ages, socio economic and cultural backgrounds in particular (WHO 2014). The immediate and extensive costs of violence targeting women perpetuate the existing gender hierarchies by setting boundaries on women’s movement, mobility, presence: that is, on their use of urban space. In addition to restrictions in mainstream social life, gendered violence is a systemic source of experiencing helplessness, humiliation, and distress which overall are a fundamental component of women’s wellbeing. VISMEM will investigate the impact of place-based memories of violence among diverse women for their use of urban space, and interrogate the utility of visual methods for understanding that impact. More precisely, the study uses visual methods to explore diverse women’s everyday negotiations of space in Istanbul, focusing in particular on their movements in relation to three research sites where forms of violence against women have occurred. VISMEM’s overall objective is to develop a conceptual framework and visual tools for multisector policy and research engagement with memory as a key means to locate, assess, and ameliorate women's differential experience of violence and wellbeing in the city. Women in different social and spatial settings remember (and forget) the physical and mental effects of violence through personal experience and through popular accounts of its effects. The differential workings of memory in turn have implications on the lived experiences and wellbeing of a city's current (and future) residents/visitors. Yet, the nexus of memory, place, gender remains disconnected from the multisector urban agenda on difference, inclusion, and wellbeing. VISMEM will provide transferable knowledge and policy-related results on the relation between gendered violence, memory, and will greatly improve our understanding of place memory as a focus in achieving gender-goals in urban social and spatial integration.",True
