text,isTelecoms
"Title: TAPAS - TArgeting Platelet Adhesion receptors in thrombosiS Abstract: TAPAS will position Europe at the forefront of innovative research to prevent thrombosis and thromboinflammation, and will train a uniquely-qualified cohort of ESRs in a highly intersectorial and multi-disciplinary programme that will equip them with the knowledge and transferable skills required in the broad biomedical sector. The research will focus on platelets which are small cells in the blood that play a critical role in prevention of excessive bleeding following injury (haemostasis). Activation of platelets in diseased vessels gives rise to thrombotic disorders such as heart attack and stroke, two of the major causes of morbidity and mortality. Patients at risk of thrombosis are treated with medicines that inhibit platelets for life, but many patients still undergo thrombotic episodes or encounter serious bleeds through diminished haemostasis. There is thus an urgent need for novel and safe anti-platelet medicines that powerfully target thrombosis but preserve haemostasis.  In TAPAS, an original and innovative approach will be undertaken to find new ways to target thrombosis through co-operation of academic experts in distinct disciplines with key skills from the private sector. TAPAS will generate and integrate knowledge from analytical complex ‘omics’, advanced microscopy, cell biology, microfluidics, in vivo models, contemporary systems biology and high throughput screens to identify new targets for therapeutic intervention and novel lead compounds or biologics. The research skills developed in this programme are applicable to other complex diseases and represent essential training in modern day research for the next cohort of academic and private sector scientists that are able to convert complex biological understanding into new medicines. The shared knowledge and close interaction between beneficiaries and partners makes this programme ideally suited to an EJD and will deliver 15 ESRs in 21st century biomedical research.",0
"Title: WIPE - Wafer scale Integration of Photonics and Electronics Abstract: The WIPE project aims at developing hybrid electronic-photonic chips as a key enabling technology for data transmission purposes. It aims at bringing photonics to a new level by developing a concept that can be well industrialised. This sustains EU leadership in photonics, as is the ambition of the work program.   

A new wafer-scale technology will thus be developed for direct and intimate attachment of III-V Indium-Phosphide (InP) photonic integrated circuits (PICs) and BiCMOS electronic chips (ICs). The ICs contain the driver, receiver andcontrol electronics for the PIC and enable direct connection to polymer optical waveguides. This technology of ‘wafer scale heterogeneous integration’ enables high-performance and high-density photonic-electronic (photronic) modules are created having a lower energy consumption, lower packaging complexity and lower cost compared to modules using more traditional interconnection techniques like wire bonding and laser welding of fibre connections. 

Next to the new bonding technology, an integrated module design technology is developed for efficient co-design of hybrid photonic and electronic modules. A library consisting of photonic/electronic standard modules, is created leveraging the process design kits (PDKs) of the most important European foundries of photonic chips in combination with a powerful BiCMOS. These tools are of significantimportance to industry, since they offer photronic module designers a standardised approach that highly facilitates the module design for SMEs and affordable manufacturing by photonic and electronic foundries. The WIPE approach will be proven by showing the feasibility of a 400Gb/s transceiver for data centre application.",1
"Title: TAIS - TES App Issuing Software Abstract: The overall objective of the TAIS project is to develop and demonstrate an efficient way for Councils to manage and
implement HandHelds in the normal day to day operations of their Civil Enforcement Officers, by using existing technology which is cheaper and more efficient that older style systems that Council presently use.
The specific project objectives (POs) of the project are to:
PO1. Identify and test the most suitable Mobile phone operating system with the longest battery life
PO2. Identify and develop the best process for utilising the GPS on the phone to relay the signal on a minute by minute
basis whilst reducing the battery consumption by 25%
PO3. Use open cross-platform communication protocols to develop an API that will link into the Compliance Display Map
(CDM)
PO4. Develop an Automatic Number Plate Reader that will allow real time look ups from a centralised database
PO5. Develop an API that will link into Back Office of pre-existing suppliers with the minimum of effort and the lowest cost
PO6. Identify and develop the best mechanism for robustness and ease of use that does not require the final users to have
deep knowledge of the underlying IT infrastructure.
PO7. Develop a reporting algorithm that will monitor each transaction which will ensure accountability as well as shortfalls
where further training is required
PO8. Develop a Control Panel usable by an Administrator which will ensure that all Data Protection issues are complied with
and which can easily be exported to a third party in the event of an enquiry
PO9. Reduce carbon footprint of “cruising vehicles” looking for parking by ensuring that overstayers will vacate their parking
bay on time due to possibility of enforceable action
PO10. To increase the number of vehicles checked per hour by parking attendants by at least 300%
PO11. To increase the accuracy of parking checks by attendants, thus reducing mis-reads by at least 30%.",1
"Title: 5G-ACE - Beyond 5G: 3D Network Modelling for THz-based Ultra-Fast Small Cells Abstract: 5G-ACE is engineered to be a two year Standard European Fellowship (EF) that aims to strengthen the ER (Experience Researcher)’s repository of scientific and transferable skills to place him in a strong position towards professional maturity, either at the host (University of South Wales) by targeting an “Academic Position by Research”, or as an independent researcher at leading international research centres and universities in Europe. The personalized training will identify key use cases and frequency bands for THz-based mobile communications, develop new 3D network models that take into account spatial coupling by re-examining legacy engineering tools such as stochastic geometry through interdisciplinary design, and involve practical experimentation that will be implemented as scheduled secondments at Nokia Bell Labs (Belgium), and Sigint Solutions Ltd (Cyprus). To complement the scientific training, the ER’s skill set will be enriched through a tailor-made Personal Career Development Plan (PCDP) that not only includes the core transferable skills (e.g, academic teaching, IPR management, research commercialization), but will identify other relevant complementary skills to provide a well-rounded research personality ready to embark on his 5G legacy and beyond.",1
"Title: TopoLight - SOFT MATTER PLATFORM FOR OPTICAL DEVICES VIA ENGINEERING OF NON-LINEAR TOPOLOGICAL STATES OF LIGHT Abstract: Liquid crystals (LC) are advanced materials known for their anisotropic optical properties allowing to control the polarisation of light and are used in various optical devices. Now the time has come to push the LC applications further by implementing them into novel polariton devices to control topological properties of light. TopoLight deals for the first time with non-linear effects in room temperature Bose-Einstein condensate (BEC) and topological states of light uncovering astonishing possibilities of external electrical control over spin-orbit interaction due to artificially engineered fields acting on photons. With a two main technological approaches: originating from solid-state physics and developing molecular control of LC devices, we aim to demonstrate novel systems of tunable topological emitters based on room temperature BEC substantial in topological photonics and information encoding.

We will design, fabricate and investigate photonic structures to start an innovative integrated hybrid organic/liquid-crystal system for room temperature BEC research and applications. Our disruptive innovation is based on the idea of external electrical control over spin-orbit coupling due to artificially engineered fields acting on photons, which has never been realised in photonics. We will create topologically protected states of light: unidirectional flow robust against backscattering and vortex states carrying quantised angular momentum. We will utilise the strong non-linearities observed in organic microcavities and SOC in liquid-crystal cavities to the demonstrate single photon polarisation switches capable for ternary logic. Our OLC microcavities (MCs) platform will combine a strong emissivity with the ease of fabrication, low costs, and scalability and room temperature operation.",0
"Title: ACASIAS - Advanced Concepts for Aero-Structures with Integrated Antennas and Sensors Abstract: The overall objective of ACASIAS is to contribute to the reduction of energy consumption of future aircraft by improving aerodynamic performance and by facilitating the integration of novel efficient propulsion systems such as contra-rotating open rotor (CROR) engines.

The aerodynamic performance is improved by the conformal and structural integration of antennas. The installation of CROR engines is facilitated by installation of an Active Structural Acoustic Control (ASAC) system in the fuselage. The integration of such a system in fuselage panels will annoying noise in the cabin caused by multi-harmonic sound pressure level which is radiated by CROR engines. CROR engines are able to realize up to 25% fuel and CO2 savings compared to equivalent-technology turbofan engines (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19890003194.pdf).

The ACASIAS project focuses on challenges posed by the development of aero- structures with multifunctional capabilities. The following concepts structural concepts are considered:
• A composite stiffened ortho-grid fuselage panel for integrating Ku-band SATCOM antenna tiles.
• A fuselage panel with integrated sensors and wiring for reduction of CROR cabin noise.
• A smart winglet with integrated blade antenna (integrated substrates into special foam, partly covered by a 1 mm glass/quartz epoxy layer).
• A Fibre Metal Laminate GLARE panel with integrated VHF communication slot antenna.

The 36 months action with a project cost of 5.8 MEuros will bring together 11 partners from 6 countries covering the three main disciplines required: (composite) structures, advanced antennas and miniaturized sensors in a multi-disciplinary project. The project innovations facilitated by integration of these disciplines, as well as resulting in operational cost reduction and decreased emissions for airlines, will also lead to a more competitive supply chain in the aviation sector, which increasingly uses composite structures.",1
"Title: PEDIGREE - Pluralistic Economics for Development in Green Economic Enhancement Abstract: The question of which economic framework (or sets of frameworks) is (are) appropriate for providing policy prescriptions
conducive to ecological sustainable has gained renewed interest within the community of ecological economists and
political economists. To help answer this question I propose to investigate the suitability of four economic frameworks —
neoclassical environmental economics, non-Walrasian neoclassical environmental economics, institutional ecological
economics, and ecological Marxian political economy, for providing effective and coherent policy prescriptions for renewable
and sustainable energy resources, specifically for electricity generation.
The inquiry will be both philosophical/methodological and empirical. The four frameworks will be interrogated against case
studies of the UK, Germany, Norway, France, Canada, and the US. The case studies will be comprised of analyses of the
socio-economic, historical, political, and cultural backdrop of energy resources in each country. The results of this
interrogation will then be used to assess the suitability of the four frameworks for providing policy prescriptions conducive to
ecological sustainability with regards to their respective methodologies including ontology, epistemology, methodology (to
include methods as well), and ideology. The case for methodological pluralism will be assessed and a notion of pluralism
developed for economic frameworks concerned with ecological sustainability.
The benefits that will be gained from undertaking this research program at the ERA level will accrue to economists and
social scientists first by giving them better analytical and conceptual tools, and all those, including policy makers, politicians,
and business leaders who depend on those tools afterwards through better results.",0
"Title: ESPRIT - Easily diStributed Personal RapId Transit Abstract: Today, transportation both to/from city-centres and within peri-urban areas, is unsatisfactory in terms of congestion, environmental and societal aspects. To answer identified needs, the Easily diStributed Personal RapId Transit (ESPRIT) project aims to develop a purpose-built, light weight L6 category electric vehicle that can be stacked together to gain space. Thanks to pioneering coupling systems, up to 8 ESPRIT vehicles can be nested together in a road train, 7 being towed for an efficient redistribution of fleets and a smartly-balanced and cost efficient transport system. Within the project, 2 user scenarios are foreseen: a one-way carsharing system within city centres and a last-kilometre personal mobility system to existing public transport infrastructures in peri-urban areas. These will be tested through 3 different geographical use cases (Glasgow, Lyon and L’ L’Hospitalet de LLobregat near Barcelona).
This innovative transport system concept will be demonstrated to TRL5 though state-of-the-art developments of diverse technological bricks (including vehicle and road train architecture, coupling and guiding systems, kinetic and dynamic behaviour management systems, efficient energy supply and rapid charge battery strategies). To prove the ESPRIT concept, the project will also work on modelling and simulation tools to predict, once ESPRIT vehicles are deployed, the economic, social and environmental benefits as well as key operating strategies.
This concept will incite citizens to use public transport and carsharing solutions rather than their private vehicles leading to seamless intermodal transport, decongestion, significant reduction of noise and air pollution. To reach all stakeholders, the ESPRIT project will not only rely on its technical expertise but also on the knowledge and network of its end user community represented by several partners as well as the Advisor Board which includes carsharing organisations, public authorities and transport operators.",1
"Title: EBiSC2 - EBiSC2 – A sustainable European Bank for induced pluripotent Stem Cells Abstract: EBiSC2 builds on the achievements of the European Bank for iPSCs (EBiSC1) in centralising existing capacities across Europe in a unique banking and distribution infrastructure for research use in response to the increasing demand for human induced pluripotent stem cells (iPSC). Significant progress towards this aim has been made by EBiSC1; further resources, however, are required to ensure self-sustainability. Key partners of EBiSC1 who have delivered major assets of the current bank, join efforts to establish EBiSC2 as self-sustainable, central bank. 
Based on a gap analysis of the EBiSC1 endeavours towards sustainability, and focussing on user demand, scientific excellence and productivity, EBiSC2 will deploy a business strategy for a sustainable, non-for-profit bank providing access to disease-relevant and quality-controlled iPSCs, along with comprehensive data and freedom to operate for academic and commercial use. To meet evolving requirements from industry and academia, the cell catalogue will be constantly enriched through on-demand generation of new iPSC lines, including gene-edited lines and isogenic controls, iPSC-derived and progenitor cells. EBiSC2 will distribute cell lines and develop a range of additional cell services (incl. screening panels of disease-relevant iPSC and control lines in ready-to-use-formats) to extend its offer, while reducing operational costs through state-of-the-art upscaling and automation enabling bulk production of standardised high-quality cells. Proof-of-concept studies performed jointly by academia and industry will demonstrate the reliability and robustness of the lines for disease modelling and screening and enrich the EBiSC2 catalogue with extensive data. 
To bundle resources, EBiSC2 focuses on collaboration with iPSC programmes and aims to serve as central hub for EU-funded projects to bank their iPSC lines, and thus, enable long-term access by the research community to the results of European investments.",0
"Title: FrEQuMP - Frequency-encoded quantum multi-photon interference devices Abstract: Optical quantum computing and quantum simulation rely on multi-photon interference effects, between many photons in a larger number of optical paths or modes. In particular in Gaussian Boson Sampling protocols, single-mode squeezed states are input to an optical circuit implementing a transformation on the modes, which creates a complex multi-mode squeezed state. Sampling from such a state with single photon detectors is thought to be an intractable problem to simulate with classical computers, and has useful applications, for instance in calculating molecular vibronic spectra and in identifying densely connected sub-graphs of a network. This motivates building quantum-optical devices to implement Gaussian Boson Sampling. However, it is resource intensive to create a usefully large state using many separate squeezed sources and a circuit, and very technically challenging to avoid photon loss and to maintain interferometric stability. Here, I propose to carry out Gaussian Boson Sampling and related experiments by directly generating multi-mode squeezed states encoded in frequency, from a single source with reconfigurable frequency correlations. Using frequency channels to represent the modes is very compact because they can all propagate along the same spatial path, and this also ensures interferometric stability. Directly generating the desired state will avoid having the photons propagate through a lossy circuit, allowing scaling to higher photon numbers, and frequency encoding will make large numbers of modes readily available, surpassing the state-of-the-art in spatially-encoded circuits.",1
"Title: FreeATPOC - Towards an instrument-free future of molecular diagnostics at the point-of-care Abstract: Molecular diagnostics is still primarily a lab-based method. Emerging technologies for application at the point of care (POC) or need, i.e., where a patient or a sample is, have started gaining a big part of the molecular diagnostics market. Interestingly, available methods are divided in two groups: sophisticated instruments for ultra-sensitive temperature-regulated enzymatic amplification of nucleic acids and extremely simple paper-based immuno-diagnostic kits. Complexity, the main disadvantage of the former, results in their poor translation to several applications at the POC. Simplicity, often accompanied by failures, of the latter is the reason for their slow adoption even in resource limited areas. Our vision is an instrument-free approach that combines the advantages of both groups, i.e., a method that does not use heaters or modules that require electricity, infrastructure and maintenance, but, still, takes advantage of enzymatically-amplified nucleic acids detection. To achieve the above, novel diagnostic tools for genetic amplification based on ligases, polymerases and restriction enzymes operating at ambient temperature will be developed, combined with quantitative smartphone colorimetric/UV detection. The global applicability of the new approach will be demonstrated during infectious disease (Influenza and HIV) testing in human samples (blood and swabs) and plant pathogens (Xylella fastidiosa) in plant-tissues. In all cases, we aim for a time-to-result of less than 60 min, demonstrated sensitivities down to the clinically/field relevant values and a final cost in the order of $1 per assay. Combination of Free@POC concept with newly developed predictive models will expand its utility to monitoring disease outbreaks and their spreading. This new generation of instrument-free molecular diagnostics is expected to revolutionize nucleic acid analysis at the POC but also in applications beyond resulting in substantial societal as well as economic benefits.",1
"Title: METHID - Observation and Modelling of Radiocarbon in Atmospheric Methane for Methane Source Identification Abstract: Observation and Modelling of Radiocarbon in Atmospheric Methane for Methane Source Identification

Greenhouse gas emissions are the primary cause of global climate change, and methane (CH4) is the second most important contributor after carbon dioxide (CO2). Major sources of methane are both natural (wetlands) and anthropogenic (agriculture, landfills and fossil fuels). Current efforts to assess the anthropogenic CH4 influence on climate change and the effectiveness of mitigation policies for CH4 are limited by large uncertainties in estimates of total methane emissions and their attribution to various sources by accounting-based techniques. This project will pioneer and apply innovative techniques for atmospheric observation and modelling of radiocarbon in CH4 that will enable unique quantification of fossil fuel vs. biogenic CH4 sources at regional and global scales, thereby improving the estimation and attribution of CH4 emissions of different types. The proposed work will significantly advance the frontier of current research on atmospheric methane and the characterization of anthropogenic sources on policy-relevant scales, and it has the potential to influence climate policy and industrial practices over the next 10-20 years.",0
